state,district,pincode,demo_age_5_17,demo_age_17_,enroll_age_0_5,enroll_age_5_17,enroll_age_18_greater,bio_age_5_17,bio_age_17_,enroll_ratio_5_17,enroll_ratio_17_plus,bio_ratio_5_17,bio_ratio_17_plus
Bihar,Gaya,804435,1.0,24.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.08333333333333333
Bihar,Kaimur (Bhabua),802218,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
Bihar,Kaimur (Bhabua),802215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Bihar,Kaimur (Bhabua),802213,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Bihar,Kaimur (Bhabua),802212,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Bihar,Jehanabad,804428,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bihar,Jehanabad,804426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bihar,Munger,813202,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
Bihar,Kaimur (Bhabua),802219,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bihar,Jehanabad,804419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Andhra Pradesh,Vizianagaram,535568,72.0,472.0,23.0,0.0,0.0,693.0,446.0,0.0,0.0,9.625,0.9449152542372882
Bihar,Jehanabad,804401,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bihar,Jamui,811304,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bihar,Jamui,811213,0.0,9.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.3333333333333333
Andhra Pradesh,Warangal,506317,12.0,64.0,1.0,0.0,0.0,31.0,29.0,0.0,0.0,2.5833333333333335,0.453125
Bihar,Gopalganj,841203,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Warangal,506222,6.0,4.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,1.1666666666666667,3.0
Bihar,Gaya,805236,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285
Bihar,Gaya,805135,0.0,11.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.36363636363636365
West Bengal,Jhargram,722148,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Orissa,Ganjam,761108,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
Andhra Pradesh,Warangal,506169,6.0,360.0,8.0,0.0,0.0,12.0,410.0,0.0,0.0,2.0,1.1388888888888888
Bihar,Gaya,805125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Warangal,506168,22.0,362.0,7.0,0.0,0.0,126.0,683.0,0.0,0.0,5.7272727272727275,1.8867403314917126
Orissa,Ganjam,761109,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Bihar,Darbhanga,847223,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0
Bihar,Banka,812005,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
Bihar,Banka,812004,1.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,6.0,0.5
Bihar,Aurangabad(bh),824218,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
Bihar,Aurangabad(bh),824216,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Bihar,Lakhisarai,811201,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bihar,Aurangabad(bh),824208,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
Orissa,Ganjam,761032,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5
Bihar,Aurangabad(bh),824205,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Bihar,Aurangabad(bh),824129,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Orissa,Ganjam,761030,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Bihar,Aurangabad(bh),824120,0.0,14.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.6428571428571429
Bihar,Gaya,804421,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.14285714285714285
Bihar,Darbhanga,847228,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bihar,Darbhanga,847225,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bihar,Banka,813115,0.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.16666666666666666
Andhra Pradesh,Vizianagaram,535214,35.0,243.0,15.0,0.0,0.0,495.0,310.0,0.0,0.0,14.142857142857142,1.2757201646090535
Bihar,Madhepura,813204,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
Bihar,Darbhanga,847202,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.125,0.0,0.0
Bihar,Madhepura,852127,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0
Bihar,Madhepura,852138,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0
Bihar,Madhepura,852218,0.0,5.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.6
Bihar,Darbhanga,847123,0.0,10.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2
Bihar,Madhepura,854304,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Bihar,Madhubani,846008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bihar,Madhubani,847451,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bihar,Monghyr,813201,0.0,3.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0
Bihar,Buxar,802155,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.75
Bihar,Bhojpur,802130,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Vizianagaram,535148,102.0,419.0,16.0,0.0,0.0,721.0,359.0,0.0,0.0,7.068627450980392,0.8568019093078759
West Bengal,Kolkata,700081,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Orissa,Ganjam,760008,3.0,75.0,9.0,0.0,0.0,20.0,37.0,0.0,0.0,6.666666666666667,0.49333333333333335
Andhra Pradesh,West Godavari,534230,30.0,196.0,9.0,0.0,0.0,495.0,261.0,0.0,0.0,16.5,1.3316326530612246
Bihar,Pashchim Champaran,845102,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25
West Bengal,Kolkata,700098,0.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.18181818181818182
Bihar,Bhabua,821103,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Bengal,Kolkata,700097,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bihar,Begusarai,852161,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Bihar,Pashchim Champaran,845103,0.0,6.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.3333333333333333
Bihar,Pashchim Champaran,845107,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333
Bihar,Banka,853204,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5
Andhra Pradesh,West Godavari,534124,57.0,547.0,40.0,0.0,1.0,735.0,460.0,0.0,0.0018281535648994515,12.894736842105264,0.8409506398537477
West Bengal,Kolkata,700089,0.0,16.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,0.625
Orissa,Ganjam,761052,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0
Bihar,Banka,853203,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orissa,Ganjam,761028,0.0,6.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16666666666666666
West Bengal,Kolkata,700080,3.0,29.0,1.0,0.0,0.0,7.0,10.0,0.0,0.0,2.3333333333333335,0.3448275862068966
Bihar,Pashchim Champaran,845404,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Vizianagaram,532462,1.0,9.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.3333333333333333
Andhra Pradesh,Vizianagaram,532461,19.0,68.0,2.0,0.0,0.0,45.0,41.0,0.0,0.0,2.3684210526315788,0.6029411764705882
Orissa,Ganjam,761043,1.0,29.0,2.0,0.0,0.0,8.0,17.0,0.0,0.0,8.0,0.5862068965517241
Bihar,Pashchim Champaran,845459,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6666666666666666
Orissa,Ganjam,761042,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0
Bihar,Banka,813210,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Andhra Pradesh,Vizianagaram,532460,0.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0
Bihar,Banka,813126,2.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.6666666666666666
Orissa,Ganjam,761041,8.0,61.0,2.0,0.0,0.0,14.0,45.0,0.0,0.0,1.75,0.7377049180327869
Bihar,Patna,800005,0.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
Andhra Pradesh,Vizianagaram,535218,262.0,1110.0,73.0,0.0,0.0,2140.0,1280.0,0.0,0.0,8.16793893129771,1.1531531531531531
Orissa,Ganjam,761037,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bihar,Bhojpur,802129,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.6666666666666666
Bihar,Bhabua,821309,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bihar,Bhagalpur,812007,3.0,29.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.6666666666666666,0.27586206896551724
Andhra Pradesh,Warangal,506391,23.0,207.0,5.0,0.0,0.0,67.0,295.0,0.0,0.0,2.9130434782608696,1.4251207729468598
Andhra Pradesh,Vizianagaram,535124,142.0,586.0,57.0,0.0,0.0,1135.0,831.0,0.0,0.0,7.992957746478873,1.418088737201365
Bihar,Monghyr,813213,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Bihar,Monghyr,813212,0.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
Bihar,Monghyr,813321,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bihar,Bhagalpur,813109,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Orissa,Ganjam,761029,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.25
Andhra Pradesh,West Godavari,507301,2.0,47.0,3.0,0.0,0.0,70.0,150.0,0.0,0.0,35.0,3.1914893617021276
Bihar,Bhabua,821108,0.0,4.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0
Bihar,Bhojpur,802128,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Andhra Pradesh,West Godavari,521333,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0
Bihar,Bhagalpur,813127,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Srikakulam,532312,1669.0,7059.0,173.0,2.0,0.0,4930.0,2207.0,0.0011983223487118035,0.0,2.9538645895745956,0.3126505170704066
Andhra Pradesh,Srikakulam,532421,677.0,4147.0,106.0,1.0,2.0,3361.0,1627.0,0.0014771048744460858,0.0004822763443453099,4.964549483013294,0.3923318061249096
Andhra Pradesh,Srikakulam,532284,606.0,2471.0,50.0,1.0,0.0,2181.0,896.0,0.0016501650165016502,0.0,3.599009900990099,0.3626062322946176
Andhra Pradesh,Srikakulam,532195,597.0,2916.0,112.0,1.0,0.0,3310.0,1662.0,0.0016750418760469012,0.0,5.544388609715243,0.5699588477366255
Andhra Pradesh,Srikakulam,532440,594.0,3851.0,115.0,1.0,0.0,3289.0,1960.0,0.0016835016835016834,0.0,5.537037037037037,0.5089587120228513
Andhra Pradesh,Chittoor,517415,578.0,4010.0,139.0,1.0,0.0,2452.0,943.0,0.0017301038062283738,0.0,4.242214532871972,0.23516209476309227
Andhra Pradesh,Annamayya,517214,552.0,2880.0,32.0,1.0,2.0,297.0,263.0,0.0018115942028985507,0.0006944444444444445,0.5380434782608695,0.09131944444444444
Andhra Pradesh,Srikakulam,532407,2168.0,6419.0,130.0,4.0,0.0,6242.0,3230.0,0.0018450184501845018,0.0,2.879151291512915,0.5031936438697616
Andhra Pradesh,West Godavari,534134,520.0,3824.0,100.0,1.0,0.0,2179.0,1384.0,0.0019230769230769232,0.0,4.190384615384615,0.3619246861924686
Andhra Pradesh,Ananthapuramu,515004,1001.0,4638.0,105.0,2.0,0.0,2054.0,828.0,0.001998001998001998,0.0,2.051948051948052,0.17852522639068563
Andhra Pradesh,Ananthapuramu,515701,401.0,1647.0,91.0,1.0,0.0,1875.0,408.0,0.0024937655860349127,0.0,4.675810473815462,0.24772313296903462
Andhra Pradesh,Srikakulam,532401,391.0,1879.0,62.0,1.0,0.0,2326.0,1329.0,0.0025575447570332483,0.0,5.948849104859335,0.7072911122937733
Andhra Pradesh,Srikakulam,532264,387.0,1879.0,53.0,1.0,0.0,1797.0,1124.0,0.002583979328165375,0.0,4.6434108527131785,0.5981905268759978
Andhra Pradesh,Ananthapuramu,515766,331.0,877.0,60.0,1.0,0.0,1368.0,303.0,0.0030211480362537764,0.0,4.132930513595166,0.34549600912200684
Andhra Pradesh,Srikakulam,532458,299.0,1642.0,76.0,1.0,0.0,2109.0,1230.0,0.0033444816053511705,0.0,7.053511705685619,0.7490864799025578
Andhra Pradesh,Ananthapuramu,515671,295.0,582.0,58.0,1.0,0.0,2505.0,392.0,0.003389830508474576,0.0,8.491525423728813,0.6735395189003437
Andhra Pradesh,Y. S. R,516390,286.0,1585.0,33.0,1.0,0.0,310.0,196.0,0.0034965034965034965,0.0,1.083916083916084,0.12365930599369085
Andhra Pradesh,Nandyal,518222,565.0,2370.0,43.0,2.0,0.0,387.0,256.0,0.0035398230088495575,0.0,0.6849557522123894,0.1080168776371308
Andhra Pradesh,Nandyal,518501,1381.0,6151.0,94.0,5.0,0.0,838.0,650.0,0.003620564808110065,0.0,0.6068066618392469,0.10567387416680214
Andhra Pradesh,Vizianagaram,535145,551.0,2820.0,99.0,2.0,0.0,2673.0,1603.0,0.003629764065335753,0.0,4.8511796733212345,0.5684397163120567
Andhra Pradesh,Srikakulam,532322,271.0,1097.0,68.0,1.0,0.0,1799.0,724.0,0.0036900369003690036,0.0,6.638376383763838,0.6599817684594348
Andhra Pradesh,Srikakulam,532211,263.0,1081.0,47.0,1.0,0.0,1528.0,896.0,0.0038022813688212928,0.0,5.809885931558935,0.8288621646623496
Andhra Pradesh,Srikakulam,532403,1048.0,3776.0,73.0,4.0,0.0,3580.0,1712.0,0.003816793893129771,0.0,3.4160305343511452,0.4533898305084746
Andhra Pradesh,Srikakulam,532220,261.0,1293.0,61.0,1.0,0.0,1227.0,660.0,0.0038314176245210726,0.0,4.7011494252873565,0.5104408352668214
Andhra Pradesh,Nandyal,518401,522.0,2084.0,53.0,2.0,0.0,482.0,313.0,0.0038314176245210726,0.0,0.9233716475095786,0.15019193857965452
Andhra Pradesh,Chittoor,517280,260.0,784.0,46.0,1.0,0.0,1052.0,536.0,0.0038461538461538464,0.0,4.046153846153846,0.6836734693877551
Andhra Pradesh,Annamayya,517325,2591.0,11118.0,154.0,10.0,17.0,1358.0,983.0,0.0038595137012736396,0.0015290519877675841,0.5241219606329602,0.08841518258679619
Chhattisgarh,Rajnandgaon,491666,516.0,6284.0,91.0,2.0,0.0,2217.0,3617.0,0.003875968992248062,0.0,4.296511627906977,0.5755887969446213
Andhra Pradesh,Srikakulam,532123,254.0,765.0,83.0,1.0,0.0,2099.0,1295.0,0.003937007874015748,0.0,8.263779527559056,1.6928104575163399
Gujarat,Bharuch,392110,253.0,1193.0,136.0,1.0,3.0,1002.0,1181.0,0.003952569169960474,0.002514668901927913,3.960474308300395,0.9899413243922883
Haryana,Panipat,132107,250.0,1659.0,154.0,1.0,0.0,1524.0,2934.0,0.004,0.0,6.096,1.7685352622061483
Andhra Pradesh,Srikakulam,532148,244.0,923.0,53.0,1.0,0.0,1871.0,853.0,0.004098360655737705,0.0,7.668032786885246,0.9241603466955579
Karnataka,Bijapur,586210,244.0,570.0,67.0,1.0,0.0,404.0,500.0,0.004098360655737705,0.0,1.6557377049180328,0.8771929824561403
Andhra Pradesh,Vizianagaram,535217,242.0,1497.0,92.0,1.0,0.0,2489.0,1032.0,0.004132231404958678,0.0,10.285123966942148,0.6893787575150301
Andhra Pradesh,Visakhapatnam,531162,714.0,3715.0,117.0,3.0,0.0,3959.0,1916.0,0.004201680672268907,0.0,5.544817927170868,0.5157469717362045
Andhra Pradesh,Cuddapah,516267,236.0,1403.0,109.0,1.0,0.0,1973.0,1138.0,0.00423728813559322,0.0,8.360169491525424,0.8111190306486101
Haryana,Panchkula,134116,1152.0,4833.0,107.0,5.0,1.0,1832.0,1333.0,0.004340277777777778,0.0002069108214359611,1.5902777777777777,0.27581212497413615
Gujarat,Navsari,396590,229.0,810.0,64.0,1.0,2.0,809.0,480.0,0.004366812227074236,0.0024691358024691358,3.532751091703057,0.5925925925925926
Jammu and Kashmir,Budgam,191113,1342.0,2793.0,116.0,6.0,3.0,3496.0,840.0,0.004470938897168405,0.0010741138560687433,2.6050670640834577,0.3007518796992481
Andhra Pradesh,Annamayya,517297,222.0,842.0,37.0,1.0,2.0,204.0,121.0,0.0045045045045045045,0.0023752969121140144,0.918918918918919,0.14370546318289787
Chhattisgarh,Balod,491226,1083.0,11614.0,236.0,5.0,2.0,3838.0,6061.0,0.0046168051708217915,0.00017220595832615808,3.543859649122807,0.5218701567074221
Andhra Pradesh,Ananthapur,515231,216.0,262.0,26.0,1.0,0.0,1038.0,389.0,0.004629629629629629,0.0,4.805555555555555,1.484732824427481
Jammu and Kashmir,Budgam,191111,2579.0,6484.0,301.0,12.0,8.0,6174.0,1875.0,0.0046529662659945716,0.0012338062924120913,2.393951143854207,0.2891733497840839
Chhattisgarh,Balod,491222,629.0,4604.0,168.0,3.0,0.0,2633.0,5064.0,0.0047694753577106515,0.0,4.1860095389507155,1.0999131190269331
Andhra Pradesh,Chittoor,517390,208.0,658.0,32.0,1.0,0.0,1027.0,437.0,0.004807692307692308,0.0,4.9375,0.6641337386018237
Andhra Pradesh,Srikakulam,532456,206.0,633.0,38.0,1.0,0.0,1103.0,566.0,0.0048543689320388345,0.0,5.354368932038835,0.8941548183254344
Haryana,Yamuna Nagar,133103,410.0,2667.0,209.0,2.0,0.0,1754.0,3815.0,0.004878048780487805,0.0,4.278048780487805,1.4304461942257218
Andhra Pradesh,Chittoor,517401,613.0,2760.0,120.0,3.0,1.0,2596.0,1261.0,0.004893964110929853,0.00036231884057971015,4.234910277324633,0.4568840579710145
Andhra Pradesh,Visakhapatnam,530004,204.0,1491.0,57.0,1.0,0.0,1795.0,1439.0,0.004901960784313725,0.0,8.799019607843137,0.9651240778001341
Andhra Pradesh,Srikakulam,532127,604.0,2856.0,94.0,3.0,0.0,3905.0,2112.0,0.004966887417218543,0.0,6.46523178807947,0.7394957983193278
Haryana,Charkhi Dadri,127306,804.0,4420.0,226.0,4.0,0.0,738.0,1656.0,0.004975124378109453,0.0,0.917910447761194,0.3746606334841629
Haryana,Sonipat,131302,200.0,1665.0,149.0,1.0,0.0,1233.0,2826.0,0.005,0.0,6.165,1.6972972972972973
Andhra Pradesh,Eluru,534447,398.0,2129.0,46.0,2.0,0.0,376.0,272.0,0.005025125628140704,0.0,0.9447236180904522,0.1277595115077501
Andhra Pradesh,Nandyal,518124,394.0,2102.0,51.0,2.0,0.0,356.0,256.0,0.005076142131979695,0.0,0.9035532994923858,0.12178877259752617
Andhra Pradesh,East Godavari,533343,195.0,1429.0,51.0,1.0,1.0,1903.0,762.0,0.005128205128205128,0.0006997900629811056,9.75897435897436,0.5332400279916025
Haryana,Jind,126152,195.0,1609.0,159.0,1.0,0.0,1893.0,2477.0,0.005128205128205128,0.0,9.707692307692307,1.5394655065257925
Andhra Pradesh,Nandyal,518502,193.0,1054.0,31.0,1.0,0.0,260.0,210.0,0.0051813471502590676,0.0,1.3471502590673574,0.19924098671726756
Andhra Pradesh,Y. S. R,516003,739.0,3764.0,70.0,4.0,2.0,530.0,393.0,0.005412719891745603,0.0005313496280552603,0.7171853856562923,0.10441020191285866
Telangana,Siddipet,502108,369.0,3618.0,120.0,2.0,0.0,684.0,303.0,0.005420054200542005,0.0,1.853658536585366,0.08374792703150911
Tamil Nadu,Perambalur,621106,182.0,212.0,36.0,1.0,0.0,542.0,411.0,0.005494505494505495,0.0,2.978021978021978,1.9386792452830188
Andhra Pradesh,Chittoor,517167,725.0,3569.0,93.0,4.0,0.0,2355.0,822.0,0.005517241379310344,0.0,3.2482758620689656,0.23031661529840292
Andhra Pradesh,Srikakulam,532215,180.0,378.0,48.0,1.0,0.0,1052.0,487.0,0.005555555555555556,0.0,5.844444444444444,1.2883597883597884
Karnataka,Haveri,581210,538.0,2516.0,93.0,3.0,2.0,995.0,1845.0,0.0055762081784386614,0.000794912559618442,1.8494423791821561,0.7333068362480127
Andhra Pradesh,West Godavari,534102,177.0,1300.0,48.0,1.0,2.0,1176.0,671.0,0.005649717514124294,0.0015384615384615385,6.6440677966101696,0.5161538461538462
Andhra Pradesh,Vizianagaram,535591,530.0,4460.0,125.0,3.0,0.0,4561.0,2383.0,0.005660377358490566,0.0,8.605660377358491,0.534304932735426
Andhra Pradesh,Srikakulam,532408,176.0,921.0,43.0,1.0,0.0,1421.0,648.0,0.005681818181818182,0.0,8.073863636363637,0.7035830618892508
Andhra Pradesh,Anantapur,515101,175.0,725.0,38.0,1.0,0.0,230.0,616.0,0.005714285714285714,0.0,1.3142857142857143,0.8496551724137931
Andhra Pradesh,Kakinada,533003,175.0,1420.0,37.0,1.0,2.0,251.0,194.0,0.005714285714285714,0.0014084507042253522,1.4342857142857144,0.13661971830985917
Himachal Pradesh,Bilaspur,174001,174.0,1292.0,135.0,1.0,0.0,1439.0,1842.0,0.005747126436781609,0.0,8.270114942528735,1.4256965944272446
Tamil Nadu,Tirunelveli,627719,174.0,484.0,72.0,1.0,0.0,1007.0,841.0,0.005747126436781609,0.0,5.787356321839081,1.737603305785124
Andhra Pradesh,Ananthapur,515812,172.0,218.0,23.0,1.0,0.0,1264.0,318.0,0.005813953488372093,0.0,7.348837209302325,1.4587155963302751
Andhra Pradesh,N. T. R,520012,858.0,6024.0,44.0,5.0,3.0,437.0,620.0,0.005827505827505828,0.00049800796812749,0.5093240093240093,0.10292164674634795
Andhra Pradesh,Srikakulam,532218,342.0,1699.0,72.0,2.0,0.0,1704.0,1081.0,0.005847953216374269,0.0,4.982456140350878,0.6362566215420836
Andhra Pradesh,Sri Sathya Sai,515671,513.0,2046.0,85.0,3.0,3.0,623.0,523.0,0.005847953216374269,0.001466275659824047,1.2144249512670566,0.25562072336265884
Andhra Pradesh,Vizianagaram,535580,171.0,901.0,83.0,1.0,0.0,1903.0,1054.0,0.005847953216374269,0.0,11.128654970760234,1.169811320754717
Tamil Nadu,Salem,636102,170.0,680.0,58.0,1.0,0.0,683.0,1124.0,0.0058823529411764705,0.0,4.017647058823529,1.6529411764705881
Andhra Pradesh,Srikakulam,532201,1526.0,6741.0,195.0,9.0,1.0,5339.0,2965.0,0.005897771952817824,0.0001483459427384661,3.498689384010485,0.439845720219552
Ladakh,Leh,194201,169.0,569.0,15.0,1.0,0.0,220.0,366.0,0.005917159763313609,0.0,1.301775147928994,0.6432337434094904
Andhra Pradesh,East Godavari,534301,336.0,2022.0,19.0,2.0,0.0,258.0,264.0,0.005952380952380952,0.0,0.7678571428571429,0.13056379821958458
Andhra Pradesh,Visakhapatnam,530026,1503.0,9548.0,158.0,9.0,0.0,4709.0,3130.0,0.005988023952095809,0.0,3.1330671989354624,0.3278173439463762
Himachal Pradesh,Hamirpur,177001,167.0,1411.0,139.0,1.0,0.0,1241.0,1419.0,0.005988023952095809,0.0,7.431137724550898,1.005669737774628
Andhra Pradesh,Nandyal,518543,166.0,779.0,47.0,1.0,1.0,476.0,287.0,0.006024096385542169,0.0012836970474967907,2.8674698795180724,0.3684210526315789
Karnataka,Uttara Kannada,581329,495.0,2182.0,281.0,3.0,0.0,1657.0,1167.0,0.006060606060606061,0.0,3.3474747474747475,0.5348304307974335
Andhra Pradesh,Parvathipuram Manyam,535501,165.0,989.0,27.0,1.0,0.0,187.0,230.0,0.006060606060606061,0.0,1.1333333333333333,0.23255813953488372
Andhra Pradesh,Cuddapah,516259,164.0,637.0,74.0,1.0,0.0,1293.0,493.0,0.006097560975609756,0.0,7.884146341463414,0.7739403453689168
Andhra Pradesh,Chittoor,517172,164.0,610.0,54.0,1.0,0.0,867.0,424.0,0.006097560975609756,0.0,5.286585365853658,0.6950819672131148
Odisha,Jharsuguda,768226,162.0,1208.0,97.0,1.0,0.0,814.0,1154.0,0.006172839506172839,0.0,5.0246913580246915,0.9552980132450332
Andhra Pradesh,West Godavari,534199,323.0,2401.0,74.0,2.0,1.0,2158.0,1147.0,0.006191950464396285,0.00041649312786339027,6.681114551083591,0.47771761765930865
Andhra Pradesh,Visakhapatnam,530044,803.0,4956.0,113.0,5.0,0.0,3285.0,1758.0,0.0062266500622665,0.0,4.090909090909091,0.35472154963680386
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533255,159.0,1609.0,39.0,1.0,1.0,268.0,234.0,0.006289308176100629,0.0006215040397762585,1.6855345911949686,0.1454319453076445
Andhra Pradesh,Srikakulam,532213,318.0,1308.0,68.0,2.0,1.0,1995.0,1179.0,0.006289308176100629,0.0007645259938837921,6.273584905660377,0.9013761467889908
Andhra Pradesh,Visakhapatnam,531113,159.0,1087.0,81.0,1.0,0.0,2713.0,1564.0,0.006289308176100629,0.0,17.062893081761008,1.4388224471021158
Andhra Pradesh,Kurnool,518220,158.0,677.0,99.0,1.0,0.0,1860.0,846.0,0.006329113924050633,0.0,11.772151898734178,1.2496307237813884
Himachal Pradesh,Chamba,176310,157.0,1008.0,121.0,1.0,0.0,1223.0,1461.0,0.006369426751592357,0.0,7.789808917197452,1.4494047619047619
